,original_title,release_year,budget,revenue,profit
9595,Full Metal Jacket,1987,17000000,46357676,29357676
9596,Dirty Dancing,1987,6000000,213954274,207954274
9597,Spaceballs,1987,22700000,38119483,15419483
9598,The Living Daylights,1987,40000000,191185897,151185897
9599,RoboCop,1987,13000000,53000000,40000000
9600,Evil Dead II,1987,3600000,5923044,2323044
9601,Lethal Weapon,1987,15000000,120207127,105207127
9602,The Running Man,1987,27000000,38122105,11122105
9603,Jaws: The Revenge,1987,23000000,51881013,28881013
9604,The Princess Bride,1987,16000000,30857814,14857814
9605,A Nightmare on Elm Street 3: Dream Warriors,1987,5000000,44793222,39793222
9606,Wall Street,1987,15000000,43848069,28848069
9607,Beverly Hills Cop II,1987,20000000,299965036,279965036
9608,Superman IV: The Quest for Peace,1987,17000000,19300000,2300000
9609,Raising Arizona,1987,6000000,29180280,23180280
9610,The Untouchables,1987,25000000,76270454,51270454
9611,"Good Morning, Vietnam",1987,13000000,123922370,110922370
9612,The Last Emperor,1987,23000000,43984230,20984230
9613,Fatal Attraction,1987,14000000,320145693,306145693
9617,Angel Heart,1987,17000000,17185632,185632
9618,Over the Top,1987,25000000,16057580,-8942420
9620,The Lost Boys,1987,8500000,32222567,23722567
9622,Creepshow 2,1987,3500000,14000000,10500000
9624,Overboard,1987,1880006,26713187,24833181
9625,Barfly,1987,3000000,3221568,221568
9626,Broadcast News,1987,20000000,51249404,31249404
9628,Blind Date,1987,18000000,39321715,21321715
9630,Dragnet,1987,20000000,66673516,46673516
9634,The Pick-up Artist,1987,15000000,13290368,-1709632
9641,No Way Out,1987,15000000,35509515,20509515
9643,The Secret of My Success,1987,12000000,110996879,98996879
9646,Three Men and a Baby,1987,11000000,168000000,157000000
9651,Prince of Darkness,1987,3000000,14182492,11182492
9653,Hellraiser,1987,1000000,14564027,13564027
9654,Mio min Mio,1987,7200000,2300000,-4900000
9659,La Bamba,1987,6500000,54215416,47715416
9660,Someone to Watch Over Me,1987,17000000,10278549,-6721451
9665,Project X,1987,18000000,18532286,532286
9669,Throw Momma from the Train,1987,14000000,57915972,43915972
9671,The Monster Squad,1987,12000000,3769990,-8230010
9679,Can't Buy Me Love,1987,1800000,31623833,29823833
9688,Mannequin,1987,6000000,42721196,36721196
9704,Ernest Goes to Camp,1987,3000000,23509382,20509382
9719,2001: A Space Odyssey,1968,12000000,56715371,44715371
9720,Planet of the Apes,1968,5800000,33395426,27595426
9724,Bullitt,1968,5500000,42300873,36800873
9727,Rosemary's Baby,1968,3200000,33395426,30195426
9729,Oliver!,1968,10000000,16800000,6800000
9730,Hang 'em High,1968,1800000,6800000,5000000
9731,Where Eagles Dare,1968,7700000,21000000,13300000
9737,The Green Berets,1968,7000000,11000000,4000000
9756,Charly,1968,950000,814666,-135334
9758,The Godfather: Part II,1974,13000000,47542841,34542841
9759,Chinatown,1974,6000000,30000000,24000000
9760,The Man with the Golden Gun,1974,7000000,97572000,90572000
9761,Young Frankenstein,1974,2800000,86273333,83473333
9764,The Conversation,1974,1600000,4420000,2820000
9767,Blazing Saddles,1974,2600000,119500000,116900000
9769,Airport 1975,1974,3000000,47000000,44000000
9770,The Sugarland Express,1974,3000000,12800000,9800000
9772,The Great Gatsby,1974,6500000,26533200,20033200
9781,Death Wish,1974,3000000,22000000,19000000
9785,The Towering Inferno,1974,14000000,116000000,102000000
9790,Earthquake,1974,7000000,79666653,72666653
9805,One Flew Over the Cuckoo's Nest,1975,3000000,108981275,105981275
9806,Jaws,1975,7000000,470654000,463654000
9808,The Rocky Horror Picture Show,1975,1200000,112892319,111692319
9809,Barry Lyndon,1975,11000000,20000000,9000000
9810,The Return of the Pink Panther,1975,5000000,41833347,36833347
9822,Hard Times,1975,2700000,5000000,2300000
9824,Tommy,1975,5000000,34251525,29251525
9830,Dog Day Afternoon,1975,1800000,46665856,44865856
9849,Dr. No,1962,1100000,59600000,58500000
9850,Lawrence of Arabia,1962,15000000,70000000,55000000
9852,To Kill a Mockingbird,1962,2000000,13129846,11129846
9856,How the West Was Won,1962,15000000,50000000,35000000
9858,The Man Who Shot Liberty Valance,1962,3200000,8000000,4800000
9866,Birdman of Alcatraz,1962,2650000,3100000,450000
9871,The Miracle Worker,1962,500000,2500000,2000000
9881,Goldfinger,1964,3500000,124900000,121400000
9882,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1800000,9440272,7640272
9883,Mary Poppins,1964,6000000,102272727,96272727
9884,A Hard Day's Night,1964,500000,1000549,500549
9886,Marnie,1964,2135161,7000000,4864839
9887,My Fair Lady,1964,17000000,72000000,55000000
9905,The Night of the Iguana,1964,3000000,12000000,9000000
9923,A Clockwork Orange,1971,2200000,26589000,24389000
9924,Willy Wonka & the Chocolate Factory,1971,3000000,4000000,1000000
9925,Diamonds Are Forever,1971,7200000,116000000,108800000
9927,Dirty Harry,1971,4000000,35976000,31976000
9928,Escape from the Planet of the Apes,1971,2500000,12348905,9848905
9929,Straw Dogs,1971,2200000,3251794,1051794
9932,THX 1138,1971,777000,2437000,1660000
9934,The French Connection,1971,1800000,41158757,39358757
9935,Play Misty for Me,1971,725000,10600000,9875000
9948,Shaft,1971,4000000,12121618,8121618
9950,Fiddler on the Roof,1971,9000000,10404330,1404330
9951,The Last Picture Show,1971,1300000,29133000,27833000
9952,Vanishing Point,1971,1300000,72266306,70966306
9978,Total Recall,1990,65000000,261317921,196317921
9979,Goodfellas,1990,25000000,46836394,21836394
9980,Die Hard 2,1990,70000000,240031094,170031094
9981,Back to the Future Part III,1990,40000000,244527583,204527583
9982,Edward Scissorhands,1990,20000000,53000000,33000000
9983,Pretty Woman,1990,14000000,463000000,449000000
9984,The Godfather: Part III,1990,54000000,136766062,82766062
9985,Dances with Wolves,1990,22000000,424208848,402208848
9986,Ghost,1990,22000000,505000000,483000000
9987,Teenage Mutant Ninja Turtles,1990,13500000,201965915,188465915
9988,Misery,1990,20000000,61276872,41276872
9989,Rocky V,1990,42000000,119946358,77946358
9990,Child's Play 2,1990,13000000,35763605,22763605
9993,Predator 2,1990,35000000,57120318,22120318
9994,Days of Thunder,1990,60000000,157920733,97920733
9996,Miller's Crossing,1990,14000000,5080409,-8919591
9997,Gremlins 2: The New Batch,1990,50000000,41482207,-8517793
9998,Tremors,1990,11000000,48572000,37572000
9999,RoboCop 2,1990,35000000,45681173,10681173
10000,The Neverending Story II: The Next Chapter,1990,32000000,16283667,-15716333
10003,Another 48 Hrs.,1990,38000000,153518974,115518974
10005,Lionheart,1990,6000000,24078196,18078196
10006,Death Warrant,1990,4000000,16853487,12853487
10011,Wild at Heart,1990,9500000,14560247,5060247
10014,Flatliners,1990,26000000,61489265,35489265
10019,Jacob's Ladder,1990,25000000,25965144,965144
10021,Cry-Baby,1990,11000000,8266343,-2733657
10022,Mo' Better Blues,1990,10000000,16153593,6153593
10023,Dark Angel,1990,7000000,9229401,2229401
10027,Dick Tracy,1990,47000000,103738726,56738726
10028,Darkman,1990,16000000,48878502,32878502
10031,Night of the Living Dead,1990,4200000,5835247,1635247
10035,The Bonfire of the Vanities,1990,47000000,15691192,-31308808
10036,Marked for Death,1990,12000000,46044400,34044400
10039,Kindergarten Cop,1990,15000000,201957688,186957688
10043,King of New York,1990,1000000,2554476,1554476
10044,Graveyard Shift,1990,10500000,11582891,1082891
10046,The Sheltering Sky,1990,25000000,2075084,-22924916
10047,Hardware,1990,1500000,5728953,4228953
10052,Hard to Kill,1990,10000000,47410000,37410000
10055,The Rescuers Down Under,1990,37931000,27931461,-9999539
10068,Nightbreed,1990,11000000,8862354,-2137646
10069,The Two Jakes,1990,19000000,10000000,-9000000
10077,The Adventures of Ford Fairlane,1990,49000000,20423389,-28576611
10081,Mr. Destiny,1990,20000000,15379253,-4620747
10082,Postcards from the Edge,1990,22000000,39071603,17071603
10093,Paris is Burning,1990,500000,3779620,3279620
10094,Home Alone,1990,18000000,476684675,458684675
10095,Mermaids,1990,31000000,35419397,4419397
10096,House Party,1990,2500000,26386000,23886000
10110,One Hundred and One Dalmatians,1961,4000000,215880014,211880014
10111,Breakfast at Tiffany's,1961,2500000,9500000,7000000
10112,West Side Story,1961,6000000,43656822,37656822
10113,The Guns of Navarone,1961,6000000,28900000,22900000
10115,Judgment at Nuremberg,1961,3000000,10000000,7000000
10121,King of Kings,1961,5037000,14483352,9446352
10130,One-Eyed Jacks,1961,6000000,4300000,-1700000
10131,"One, Two, Three",1961,3000000,4000000,1000000
10134,Pocketful of Miracles,1961,2900000,5000000,2100000
10141,Psycho,1960,806948,32000000,31193052
10142,The Magnificent Seven,1960,2000000,4905000,2905000
10143,Spartacus,1960,12000000,60000000,48000000
10144,The Apartment,1960,3000000,25000000,22000000
10170,Cinderfella,1960,3000000,7100000,4100000
10173,Taxi Driver,1976,1300000,28262574,26962574
10174,Rocky,1976,1100000,117235147,116135147
10175,Carrie,1976,1800000,33800000,32000000
10176,The Omen,1976,2800000,60922980,58122980
10177,Logan's Run,1976,9000000,25000000,16000000
10178,King Kong,1976,24000000,52614445,28614445
10179,All the President's Men,1976,8500000,70600000,62100000
10180,The Enforcer,1976,9000000,46236000,37236000
10181,Family Plot,1976,2000000,7900000,5900000
10182,The Outlaw Josey Wales,1976,3700000,31800000,28100000
10183,Marathon Man,1976,6500000,21709020,15209020
10185,Network,1976,3800000,23689877,19889877
10191,The Pink Panther Strikes Again,1976,6000000,33833201,27833201
10208,A Star Is Born,1976,6000000,161000000,155000000
10218,The Bad News Bears,1976,35000000,35323292,323292
10220,Groundhog Day,1993,14600000,70906973,56306973
10221,The Nightmare Before Christmas,1993,18000000,75634409,57634409
10222,Schindler's List,1993,22000000,321265768,299265768
10223,Jurassic Park,1993,63000000,920100000,857100000
10224,Demolition Man,1993,57000000,159055768,102055768
10225,Mrs. Doubtfire,1993,25000000,441286195,416286195
10226,The Fugitive,1993,44000000,368875760,324875760
10227,In the Line of Fire,1993,40000000,176997168,136997168
10228,Philadelphia,1993,26000000,206678440,180678440
10229,Dazed and Confused,1993,6900000,7993039,1093039
10230,Last Action Hero,1993,85000000,137298489,52298489
10231,A Perfect World,1993,30000000,135130999,105130999
10232,Robin Hood: Men in Tights,1993,20000000,35739755,15739755
10234,Cliffhanger,1993,70000000,255000211,185000211
10235,Sliver,1993,40000000,116300000,76300000
10239,Cool Runnings,1993,14000000,154864401,140864401
10240,Sleepless in Seattle,1993,21000000,227799884,206799884
10241,Tombstone,1993,25000000,56505065,31505065
10243,For Love or Money,1993,30000000,11146270,-18853730
10244,Carlito's Way,1993,30000000,36516012,6516012
10245,Hot Shots! Part Deux,1993,25000000,133752825,108752825
10246,True Romance,1993,12500000,12281551,-218449
10247,Super Mario Bros.,1993,42000000,20844907,-21155093
10248,Sister Act 2: Back in the Habit,1993,38000000,57319029,19319029
10250,The Pelican Brief,1993,45000000,195268056,150268056
10251,The Three Musketeers,1993,30000000,53898845,23898845
10252,RoboCop 3,1993,22000000,10696210,-11303790
10253,What's Eating Gilbert Grape,1993,11000000,30000000,19000000
10254,Dennis the Menace,1993,35000000,117270765,82270765
10255,Kalifornia,1993,9000000,2395231,-6604769
10256,A Bronx Tale,1993,22000000,17287898,-4712102
10257,Manhattan Murder Mystery,1993,13500000,11285588,-2214412
10258,Falling Down,1993,25000000,40903593,15903593
10260,The Firm,1993,42000000,270248367,228248367
10261,The Dark Half,1993,15000000,10611160,-4388840
10263,Hocus Pocus,1993,28000000,39514713,11514713
10265,In the Name of the Father,1993,13000000,65796862,52796862
10267,Free Willy,1993,20000000,153698625,133698625
10274,The Piano,1993,7000000,116700000,109700000
10275,Geronimo: An American Legend,1993,35000000,18635620,-16364380
10279,The Good Son,1993,17000000,44456478,27456478
10281,Hard Target,1993,18000000,74189677,56189677
10282,The Remains of the Day,1993,11500000,23237911,11737911
10283,Batman: Mask of the Phantasm,1993,6000000,5617391,-382609
10284,The Age of Innocence,1993,34000000,32255440,-1744560
10291,Alive,1993,32000000,36733909,4733909
10299,Rudy,1993,12000000,22750363,10750363
10303,Beethoven's 2nd,1993,15000000,118243066,103243066
10306,So I Married an Axe Murderer,1993,20000000,11585483,-8414517
10312,Indecent Proposal,1993,38000000,266614059,228614059
10315,Menace II Society,1993,3500000,27900000,24400000
10317,Body of Evidence,1993,30000000,13273595,-16726405
10323,Red Rock West,1993,8000000,2000000,-6000000
10327,Leprechaun,1993,900000,8556940,7656940
10331,Son of the Pink Panther,1993,25000000,2438031,-22561969
10335,Little Buddha,1993,35000000,4858139,-30141861
10338,Poetic Justice,1993,14000000,27515786,13515786
10344,Children of the Corn II: The Final Sacrifice,1993,900000,6980986,6080986
10348,The Joy Luck Club,1993,11000000,32861136,21861136
10354,The Crush,1993,6000000,13609396,7609396
10355,Fire in the Sky,1993,19885552,19724334,-161218
10364,Only the Strong,1993,6000000,3283371,-2716629
10368,Man's Best Friend,1993,6000000,12974636,6974636
10378,Dragon: The Bruce Lee Story,1993,14000000,63513743,49513743
10391,Xi yan,1993,1000000,6933459,5933459
10398,The Jungle Book,1967,4000000,205843612,201843612
10399,The Graduate,1967,3000000,104397102,101397102
10400,Casino Royale,1967,12000000,41744718,29744718
10401,You Only Live Twice,1967,9500000,111584787,102084787
10402,Bonnie and Clyde,1967,2500000,50700000,48200000
10404,Cool Hand Luke,1967,3000000,16217773,13217773
10405,Wait Until Dark,1967,4000000,11000000,7000000
10409,The Dirty Dozen,1967,25000000,45300000,20300000
10410,In the Heat of the Night,1967,2000000,27379978,25379978
10413,Guess Who's Coming to Dinner,1967,4000000,56666667,52666667
10418,Doctor Dolittle,1967,18000000,9000000,-9000000
10420,Valley of the Dolls,1967,5000000,50000000,45000000
10425,A Countess from Hong Kong,1967,3500000,2000000,-1500000
10438,From Russia With Love,1963,2500000,78898765,76398765
10440,The Birds,1963,2500000,11403529,8903529
10441,Charade,1963,4000000,13474588,9474588
10443,Cleopatra,1963,31115000,57750000,26635000
10446,The Great Escape,1963,4000000,5000000,1000000
10457,55 Days at Peking,1963,17000000,10000000,-7000000
10472,Aliens,1986,18500000,131060248,112560248
10473,Highlander,1986,16000000,5900000,-10100000
10474,Platoon,1986,6000000,138530565,132530565
10475,Top Gun,1986,15000000,356830601,341830601
10476,Ferris Bueller's Day Off,1986,6000000,70136369,64136369
10477,Stand by Me,1986,8000000,52287000,44287000
10480,The Fly,1986,15000000,60629159,45629159
10481,Nine 1/2 Weeks,1986,17000000,6735922,-10264078
10482,The Great Mouse Detective,1986,14000000,82424789,68424789
10483,Pirates,1986,40000000,1641825,-38358175
10486,Blue Velvet,1986,6000000,8551228,2551228
10487,Star Trek IV: The Voyage Home,1986,24000000,133000000,109000000
10488,Howard the Duck,1986,37000000,37962774,962774
10489,Big Trouble in Little China,1986,25000000,11000000,-14000000
10490,The Color of Money,1986,13800000,52293982,38493982
10491,The Name of the Rose,1986,20000000,77200000,57200000
10492,Labyrinth,1986,25000000,12729917,-12270083
10498,Raw Deal,1986,8500000,16209459,7709459
10499,Crocodile Dundee,1986,5000000,328203506,323203506
10500,Heartbreak Ridge,1986,15000000,42724017,27724017
10501,The Golden Child,1986,25000000,79817939,54817939
10503,Poltergeist II: The Other Side,1986,19000000,40996665,21996665
10504,The Money Pit,1986,10000000,54999651,44999651
10505,Little Shop of Horrors,1986,25000000,38748395,13748395
10507,The Mission,1986,24500000,17218023,-7281977
10508,Hoosiers,1986,9000000,28607524,19607524
10509,Friday the 13th Part VI: Jason Lives,1986,3000000,19472057,16472057
10511,From Beyond,1986,4500000,1261000,-3239000
10514,Critters,1986,2000000,13167232,11167232
10516,Sid & Nancy,1986,4000000,2826523,-1173477
10519,Hannah and Her Sisters,1986,6400000,40084041,33684041
10521,King Kong Lives,1986,10000000,4711220,-5288780
10525,Down and Out in Beverly Hills,1986,14000000,62134225,48134225
10527,Maximum Overdrive,1986,10000000,7433663,-2566337
10528,A Room with a View,1986,3000000,20966644,17966644
10530,Peggy Sue Got Married,1986,18000000,41382841,23382841
10539,The Wraith,1986,2700000,3500000,800000
10541,The Texas Chainsaw Massacre 2,1986,4700000,8025872,3325872
10552,Invaders from Mars,1986,12000000,4884663,-7115337
10556,The Manhattan Project,1986,18000000,3900000,-14100000
10558,At Close Range,1986,6500000,2347000,-4153000
10566,Troll,1986,1100000,5450815,4350815
10572,Armed and Dangerous,1986,12000000,15945534,3945534
10578,Club Paradise,1986,15000000,12308521,-2691479
10584,SpaceCamp,1986,18000000,9697739,-8302261
10588,Vamp,1986,1900000,4790926,2890926
10589,Manhunter,1986,15000000,8620929,-6379071
10593,Robin Hood,1973,15000000,32056467,17056467
10594,The Exorcist,1973,8000000,441306145,433306145
10595,Live and Let Die,1973,7000000,161777836,154777836
10596,Mean Streets,1973,500000,3000000,2500000
10597,Enter the Dragon,1973,850000,90000000,89150000
10599,Battle for the Planet of the Apes,1973,1700000,8844595,7144595
10601,The Sting,1973,5500000,159616327,154116327
10606,American Graffiti,1973,777000,115000000,114223000
